OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
9908,06,075,020401,1400000US06075020401,06075020401,204.01,San Francisco,CA,Califor,"Census Tract 204.01, San Francisco County, Calif","3,176.00",207.00,792.00,0.65,0.16,0.65,0.24,0.00,0.35,0.97,0.63,1.95,0.53,0.00,0.84,0.00,0.98,0.00,0.00,1.81,0.81,0.39,0.84,0.09,1.31,0.27,0.71,0.00,0.00,0.71,0.28,0.73,0.73,0.73,6.52,0.60,0.51,0.51,0.51,0.10,0.08,0.23,0.83,0.02,0.28,0.10,1.63,0.13,0.19,0.04,0.30,0.29,0.82,0.03,0.48,0.00,0.48,0.24,3.43,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,1.47,34.14,0.00,98.75,0.00,98.64,0.00,0.00,100.00,87.96,15.28,87.21,0.00,0.00,87.39,30.90,9.92,2.30,2.90,23.30,9.75,4.20,5.30,10.10,8.30,9.70,0.40,0.60,0.00,22.30,7.40,5.60,9.30,5.80,0.06,0.02,0.27,0.04,0.05,"2,764.16","326,084.87"
9909,06,075,020402,1400000US06075020402,06075020402,204.02,San Francisco,CA,Califor,"Census Tract 204.02, San Francisco County, Calif","4,564.00",408.00,"1,528.00",0.50,0.10,0.50,0.15,0.00,0.34,0.92,0.45,1.71,0.43,0.00,0.86,0.00,0.91,0.00,0.00,1.76,0.78,0.39,0.77,0.05,1.20,0.19,0.40,0.00,0.00,0.40,0.13,0.70,0.70,0.70,5.76,0.42,0.55,0.55,0.55,0.18,0.07,0.08,0.97,0.17,0.12,0.02,1.61,0.13,0.50,0.03,0.18,0.40,1.11,0.05,0.46,0.00,0.46,0.23,3.72,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,0.98,29.83,0.00,100.00,0.00,54.17,0.00,0.00,100.00,82.86,16.08,17.69,0.00,0.00,82.50,34.30,14.55,2.10,1.70,39.40,17.17,2.40,1.80,15.70,5.80,8.00,0.80,0.50,0.00,22.40,7.20,5.50,9.10,6.10,0.06,0.01,0.26,0.04,0.04,"5,423.23","594,607.90"
9910,06,075,020500,1400000US06075020500,06075020500,205,San Francisco,CA,Califor,"Census Tract 205, San Francisco County, Californ","3,046.00",272.00,"2,168.00",0.60,0.14,0.60,0.21,0.00,0.35,0.97,0.69,2.02,0.56,0.00,0.86,0.00,0.63,0.00,0.00,1.49,0.68,0.39,0.84,0.01,1.24,0.21,0.79,0.00,0.00,0.79,0.37,0.74,0.74,0.74,6.27,0.54,0.45,0.45,0.45,0.10,0.02,0.43,0.89,0.21,0.01,0.04,1.71,0.14,0.25,0.09,0.31,0.00,0.65,0.02,0.00,0.67,0.67,0.38,3.47,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,1.61,35.57,0.00,100.00,0.00,0.28,0.00,0.00,100.00,87.82,17.33,100.00,0.00,0.00,87.95,25.30,10.05,0.80,4.30,27.20,18.36,0.60,3.40,11.30,12.90,9.90,0.00,0.00,0.90,21.80,7.20,5.50,9.00,5.70,0.05,0.01,0.26,0.03,0.03,"2,275.86","283,727.55"
9911,06,075,020600,1400000US06075020600,06075020600,206,San Francisco,CA,Califor,"Census Tract 206, San Francisco County, Californ","5,191.00",348.00,"2,677.00",0.69,0.18,0.69,0.27,0.00,0.36,0.98,0.72,2.06,0.57,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.92,0.04,1.35,0.30,0.79,0.53,0.00,1.32,0.63,0.74,0.74,0.74,6.32,0.55,0.48,0.48,0.48,0.09,0.09,0.15,0.95,0.20,0.10,0.28,1.85,0.17,0.29,0.05,0.36,0.44,1.15,0.06,0.43,0.38,0.82,0.49,4.30,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.48,1.65,36.29,0.00,100.00,0.00,0.00,0.00,0.00,100.00,93.48,16.13,100.00,58.19,0.00,87.95,28.20,9.59,2.60,2.30,33.60,18.05,2.10,10.50,12.20,9.90,10.50,1.00,0.30,0.10,21.40,7.30,5.20,9.30,5.50,0.05,0.02,0.21,0.03,0.05,"3,039.03","569,971.96"
9912,06,075,020700,1400000US06075020700,06075020700,207,San Francisco,CA,Califor,"Census Tract 207, San Francisco County, Californ","4,793.00",561.00,"2,715.00",0.77,0.22,0.77,0.33,0.00,0.37,0.98,0.73,2.07,0.58,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.91,0.02,1.32,0.28,0.74,0.71,0.00,1.46,0.72,0.74,0.74,0.74,6.45,0.58,0.61,0.61,0.61,0.15,0.42,0.13,0.96,0.14,0.07,0.31,2.19,0.22,0.24,0.06,0.09,0.84,1.22,0.07,0.00,0.70,0.70,0.40,4.73,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.50,1.68,36.64,0.00,100.00,0.00,0.00,0.00,0.00,100.00,92.66,16.78,94.92,96.13,0.00,87.95,40.70,13.06,8.20,2.20,36.60,16.25,1.70,11.30,11.10,10.80,6.30,8.00,0.00,1.10,18.10,7.70,4.50,10.00,4.90,0.02,0.04,0.11,0.02,0.09,"2,571.17","347,311.05"
9913,06,075,020800,1400000US06075020800,06075020800,208,San Francisco,CA,Califor,"Census Tract 208, San Francisco County, Californ","6,458.00",562.00,"5,459.00",0.90,0.30,0.90,0.43,0.00,0.37,0.98,0.76,2.11,0.59,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.80,0.00,1.18,0.17,0.70,0.77,0.00,1.46,0.72,0.35,0.35,0.35,5.96,0.47,0.76,0.76,0.76,0.39,0.77,0.10,0.96,0.36,0.38,0.36,3.32,0.46,0.16,0.06,0.46,0.85,1.53,0.16,0.00,0.83,0.83,0.50,6.43,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.52,1.70,37.35,0.00,100.00,0.00,0.00,0.00,0.00,100.00,84.84,18.58,84.86,100.00,0.00,26.48,61.50,24.59,18.30,1.90,36.20,22.23,5.40,12.70,9.40,11.10,11.80,8.60,0.00,2.70,20.20,7.50,4.00,11.20,6.90,0.04,0.03,0.06,0.08,0.19,"2,569.33","346,275.79"
9914,06,075,020900,1400000US06075020900,06075020900,209,San Francisco,CA,Califor,"Census Tract 209, San Francisco County, Californ","4,597.00",312.00,"5,094.00",0.95,0.32,0.95,0.47,0.00,0.36,0.97,0.70,2.03,0.56,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.81,0.00,1.20,0.18,0.00,0.77,0.00,0.77,0.32,0.74,0.74,0.74,5.59,0.38,0.73,0.73,0.73,0.41,0.68,0.20,0.95,0.27,0.52,0.25,3.29,0.45,0.21,0.05,0.64,0.92,1.82,0.34,0.60,0.78,1.38,0.81,7.22,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.49,1.57,35.69,0.00,100.00,0.00,0.00,0.00,0.00,100.00,85.82,18.71,0.00,100.00,0.00,87.95,57.90,25.75,14.50,2.70,33.70,20.03,7.40,9.80,10.60,9.50,14.40,14.90,1.90,1.90,22.00,8.20,4.20,12.10,7.60,0.06,0.10,0.08,0.13,0.28,"2,392.51","312,662.09"
9915,06,075,021000,1400000US06075021000,06075021000,210,San Francisco,CA,Califor,"Census Tract 210, San Francisco County, Californ","4,523.00",390.00,"2,210.00",0.56,0.12,0.56,0.18,0.00,0.36,0.97,0.70,2.03,0.56,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.92,0.01,1.32,0.28,0.00,0.50,0.00,0.50,0.17,0.74,0.74,0.74,5.46,0.35,0.61,0.61,0.61,0.20,0.06,0.08,0.95,0.28,0.10,0.09,1.76,0.15,0.27,0.06,0.23,0.58,1.15,0.06,0.50,0.90,1.39,0.82,4.91,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.47,1.58,35.86,0.00,100.00,0.00,0.00,0.00,0.00,100.00,93.51,17.25,0.00,52.13,0.00,87.95,40.90,15.24,1.90,1.70,34.20,20.26,2.10,5.10,11.80,10.50,8.80,2.00,0.70,4.70,18.00,7.60,4.40,9.90,4.90,0.02,0.03,0.10,0.02,0.08,"2,399.50","311,675.21"
9916,06,075,021100,1400000US06075021100,06075021100,211,San Francisco,CA,Califor,"Census Tract 211, San Francisco County, Californ","4,080.00",287.00,"1,664.00",0.54,0.11,0.54,0.17,0.00,0.35,0.97,0.70,2.03,0.56,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.92,0.02,1.33,0.28,0.46,0.18,0.00,0.63,0.24,0.74,0.74,0.74,5.58,0.38,0.53,0.53,0.53,0.08,0.11,0.33,0.84,0.00,0.27,0.26,1.89,0.17,0.70,0.10,0.13,0.67,1.59,0.19,0.55,0.00,0.55,0.29,4.56,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,1.61,35.78,0.00,100.00,0.00,0.00,0.00,0.00,100.00,93.42,17.00,27.13,0.36,0.00,87.95,32.80,8.87,2.90,3.60,23.70,5.79,4.10,9.90,19.00,13.70,7.10,3.00,1.20,0.00,20.20,7.80,5.50,9.60,5.20,0.04,0.05,0.26,0.02,0.06,"2,652.70","424,234.87"
9917,06,075,021200,1400000US06075021200,06075021200,212,San Francisco,CA,Califor,"Census Tract 212, San Francisco County, Californ","3,105.00",273.00,"1,655.00",0.35,0.05,0.35,0.08,0.00,0.35,0.97,0.66,1.98,0.54,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.85,0.05,1.29,0.25,0.34,0.00,0.00,0.34,0.11,0.74,0.74,0.74,5.20,0.30,0.51,0.51,0.51,0.02,0.01,0.33,0.72,0.05,0.05,0.05,1.22,0.07,0.41,0.24,0.10,0.32,1.07,0.05,0.00,0.62,0.62,0.34,3.41,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.41,1.54,34.81,0.00,100.00,0.00,0.00,0.00,0.00,100.00,88.58,15.89,9.17,0.00,0.00,87.95,30.60,3.33,0.50,3.60,18.00,12.47,1.40,3.50,14.20,18.10,6.50,0.50,0.00,0.60,21.50,7.50,6.00,8.50,5.40,0.05,0.03,0.35,0.03,0.02,"2,419.01","336,410.00"
9918,06,075,021300,1400000US06075021300,06075021300,213,San Francisco,CA,Califor,"Census Tract 213, San Francisco County, Californ","2,590.00",193.00,716.00,0.23,0.02,0.23,0.03,0.00,0.35,0.96,0.62,1.93,0.52,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.87,0.07,1.32,0.28,0.00,0.00,0.00,0.00,0.00,0.74,0.74,0.74,4.84,0.22,0.48,0.48,0.48,0.07,0.02,0.09,0.78,0.11,0.05,0.02,1.15,0.07,0.27,0.22,0.04,0.00,0.53,0.01,0.00,0.00,0.00,0.00,2.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.40,1.39,33.77,0.00,100.00,0.00,0.00,0.00,0.00,100.00,89.76,15.58,0.00,0.00,0.00,87.95,28.10,8.73,0.80,1.80,20.50,15.33,1.40,2.30,11.70,17.60,5.10,0.00,0.00,0.00,20.30,7.60,5.80,8.60,5.10,0.04,0.03,0.31,0.02,0.02,"2,919.87","313,806.73"
9919,06,075,021400,1400000US06075021400,06075021400,214,San Francisco,CA,Califor,"Census Tract 214, San Francisco County, Californ","3,823.00",231.00,"2,166.00",0.30,0.04,0.30,0.06,0.00,0.35,0.97,0.69,2.01,0.56,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.98,0.03,1.39,0.34,0.00,0.00,0.00,0.00,0.00,0.74,0.74,0.74,5.00,0.25,0.50,0.50,0.50,0.06,0.13,0.54,0.83,0.08,0.03,0.08,1.75,0.15,0.33,0.11,0.14,0.54,1.12,0.05,0.00,0.00,0.00,0.00,3.37,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.43,1.57,35.48,0.00,100.00,0.00,0.00,0.00,0.00,100.00,97.32,16.67,0.00,0.00,0.00,87.95,30.20,7.61,3.30,5.10,23.30,13.80,1.00,4.70,12.80,14.30,7.40,1.60,0.00,0.00,19.50,7.90,5.20,9.70,5.20,0.03,0.06,0.21,0.02,0.07,"2,463.88","354,004.93"
9920,06,075,021500,1400000US06075021500,06075021500,215,San Francisco,CA,Califor,"Census Tract 215, San Francisco County, Californ","5,674.00",392.00,"1,982.00",0.42,0.07,0.42,0.11,0.00,0.35,0.95,0.54,1.84,0.49,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.81,0.04,1.23,0.21,0.00,0.65,0.00,0.65,0.25,0.74,0.74,0.74,5.32,0.32,0.60,0.60,0.60,0.13,0.17,0.27,0.82,0.16,0.18,0.03,1.76,0.15,0.13,0.12,0.05,0.60,0.90,0.03,0.00,0.73,0.73,0.43,3.99,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.42,1.15,32.09,0.00,100.00,0.00,0.00,0.00,0.00,100.00,85.80,16.23,0.00,85.19,0.00,87.95,39.20,11.95,3.90,3.20,22.60,16.93,3.10,2.70,8.80,14.70,5.20,2.20,0.00,1.40,19.80,7.90,5.10,9.80,5.40,0.03,0.06,0.19,0.03,0.07,"2,851.60","492,704.50"
9921,06,075,021600,1400000US06075021600,06075021600,216,San Francisco,CA,Califor,"Census Tract 216, San Francisco County, Californ","4,135.00",320.00,"1,434.00",0.39,0.06,0.39,0.09,0.00,0.34,0.94,0.49,1.78,0.46,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.87,0.12,1.37,0.32,0.00,0.49,0.00,0.49,0.16,0.74,0.74,0.74,5.24,0.30,0.60,0.60,0.60,0.12,0.03,0.62,0.78,0.04,0.01,0.09,1.68,0.14,0.67,0.09,0.28,0.51,1.55,0.17,0.00,0.00,0.00,0.00,3.84,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,1.13,30.93,0.00,100.00,0.00,0.00,0.00,0.00,100.00,89.78,14.83,0.00,49.57,0.00,87.95,39.80,11.17,1.10,5.80,20.50,12.14,0.50,4.90,18.60,13.40,9.40,1.40,0.00,0.00,25.10,7.40,6.40,8.60,7.30,0.13,0.02,0.43,0.10,0.02,"4,511.94","613,593.02"
9922,06,075,021700,1400000US06075021700,06075021700,217,San Francisco,CA,Califor,"Census Tract 217, San Francisco County, Californ","4,556.00",316.00,"2,626.00",0.49,0.09,0.49,0.15,0.00,0.34,0.83,0.41,1.58,0.37,0.00,0.80,0.00,0.00,0.00,0.00,0.80,0.41,0.39,0.90,0.05,1.33,0.29,0.31,0.67,0.00,0.97,0.47,0.74,0.74,0.74,5.42,0.34,0.66,0.66,0.66,0.17,0.13,0.42,0.47,0.17,0.05,0.18,1.58,0.12,0.66,0.65,0.16,0.73,2.21,0.67,0.00,0.00,0.00,0.00,4.44,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.35,0.76,29.11,0.00,91.00,0.00,0.00,0.00,0.00,100.00,91.76,15.94,5.06,88.41,0.00,87.95,47.20,13.81,3.20,4.20,11.00,17.25,1.30,7.70,18.40,24.20,7.70,4.20,0.00,0.00,28.90,7.80,7.30,8.70,8.70,0.32,0.05,0.64,0.24,0.02,"6,551.57","1,219,639.45"
9923,06,075,021800,1400000US06075021800,06075021800,218,San Francisco,CA,Califor,"Census Tract 218, San Francisco County, Californ","4,095.00",288.00,"1,829.00",0.48,0.09,0.48,0.14,0.00,0.34,0.93,0.50,1.77,0.46,0.00,0.72,0.00,0.00,0.00,0.00,0.72,0.37,0.39,0.92,0.06,1.37,0.32,0.25,0.77,0.00,1.01,0.49,0.74,0.74,0.74,5.61,0.39,0.56,0.56,0.56,0.07,0.09,0.36,0.69,0.03,0.11,0.16,1.52,0.11,0.43,0.28,0.04,0.37,1.13,0.06,0.00,0.67,0.67,0.38,3.88,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.38,1.06,30.99,0.00,67.45,0.00,0.00,0.00,0.00,100.00,93.44,15.75,0.02,100.00,0.00,87.95,35.00,8.30,2.60,3.80,17.00,11.15,2.30,7.30,14.60,18.90,5.00,0.70,0.00,0.90,22.70,7.80,6.10,9.20,6.20,0.07,0.05,0.37,0.05,0.04,"3,986.68","498,341.69"
9924,06,075,022600,1400000US06075022600,06075022600,226,San Francisco,CA,Califor,"Census Tract 226, San Francisco County, Californ","3,213.00",248.00,"6,409.00",0.76,0.21,0.76,0.32,0.00,0.40,0.99,0.74,2.13,0.60,0.00,0.86,0.00,0.98,0.97,0.00,2.81,0.97,0.39,0.11,0.02,0.51,0.00,0.79,0.77,0.00,1.56,0.78,0.25,0.25,0.25,7.27,0.75,0.66,0.66,0.66,0.04,0.02,0.04,0.92,0.02,0.06,0.03,1.13,0.06,0.03,0.10,0.01,0.44,0.58,0.01,0.00,0.00,0.00,0.00,2.37,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.65,2.36,36.85,0.00,100.00,0.00,100.00,34.22,0.00,100.00,19.25,17.08,100.00,100.00,0.00,13.23,46.50,6.38,0.70,1.20,30.20,9.18,1.50,2.80,5.10,13.60,3.30,1.00,0.00,0.00,16.00,7.40,3.80,9.40,3.90,0.01,0.02,0.05,0.01,0.05,"6,017.70","1,707,377.35"
9925,06,075,022702,1400000US06075022702,06075022702,227.02,San Francisco,CA,Califor,"Census Tract 227.02, San Francisco County, Calif","2,298.00",147.00,"2,022.00",0.72,0.19,0.72,0.29,0.00,0.39,0.98,0.79,2.17,0.61,0.00,0.86,0.00,0.98,0.00,0.00,1.84,0.82,0.39,0.65,0.01,1.05,0.10,0.79,0.77,0.00,1.56,0.78,0.34,0.34,0.34,6.95,0.69,0.54,0.54,0.54,0.05,0.18,0.08,0.90,0.01,0.06,0.02,1.30,0.08,0.11,0.07,0.01,0.35,0.54,0.01,0.00,0.64,0.64,0.36,3.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.63,1.92,38.18,0.00,100.00,0.00,99.77,0.00,0.00,100.00,74.03,17.75,100.00,100.00,0.00,24.47,33.20,7.30,4.10,1.70,27.70,9.09,1.50,2.00,8.30,12.00,1.70,0.60,0.00,0.70,19.50,7.50,5.30,8.90,5.10,0.03,0.03,0.22,0.02,0.03,"2,101.76","290,348.42"
9926,06,075,022704,1400000US06075022704,06075022704,227.04,San Francisco,CA,Califor,"Census Tract 227.04, San Francisco County, Calif","3,367.00",255.00,"3,051.00",0.69,0.18,0.69,0.27,0.00,0.39,0.98,0.81,2.18,0.61,0.00,0.86,0.00,0.86,0.00,0.00,1.72,0.77,0.39,0.57,0.00,0.96,0.07,0.79,0.77,0.00,1.56,0.78,0.35,0.35,0.35,6.76,0.65,0.58,0.58,0.58,0.15,0.03,0.44,0.68,0.03,0.26,0.09,1.68,0.14,0.24,0.13,0.07,0.46,0.90,0.03,0.00,0.00,0.00,0.00,3.16,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.60,1.82,38.77,0.00,100.00,0.00,32.48,0.00,0.00,100.00,67.31,18.33,100.00,100.00,0.00,26.58,37.60,12.86,1.30,4.40,16.70,11.31,4.00,4.90,11.10,15.30,5.80,1.10,0.00,0.00,20.00,7.60,5.40,9.40,5.40,0.03,0.03,0.24,0.03,0.05,"2,872.33","540,103.10"
9927,06,075,022801,1400000US06075022801,06075022801,228.01,San Francisco,CA,Califor,"Census Tract 228.01, San Francisco County, Calif","5,769.00",563.00,"7,704.00",0.83,0.26,0.83,0.38,0.00,0.38,0.98,0.75,2.10,0.59,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.53,0.01,0.93,0.06,0.69,0.77,0.00,1.46,0.72,0.32,0.32,0.32,5.67,0.40,0.76,0.76,0.76,0.43,0.73,0.47,0.77,0.20,0.43,0.41,3.44,0.49,0.12,0.26,0.14,0.94,1.45,0.13,0.00,0.78,0.78,0.46,6.43,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.55,1.75,37.06,0.00,100.00,0.00,0.00,0.00,0.00,100.00,64.15,17.56,83.55,100.00,0.00,22.27,62.60,26.43,16.40,4.60,20.10,17.98,6.10,13.90,8.50,18.40,7.30,16.80,0.00,1.90,20.10,8.20,3.80,12.20,6.60,0.03,0.10,0.05,0.06,0.29,"3,048.73","577,646.08"
9928,06,075,022802,1400000US06075022802,06075022802,228.02,San Francisco,CA,Califor,"Census Tract 228.02, San Francisco County, Calif","2,438.00",258.00,"1,112.00",1.11,0.42,1.11,0.60,0.00,0.38,0.98,0.78,2.14,0.60,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.75,0.04,1.18,0.17,0.79,0.77,0.00,1.56,0.78,0.74,0.74,0.74,6.47,0.59,0.77,0.77,0.77,0.49,0.80,0.23,0.77,0.41,0.32,0.17,3.19,0.43,0.62,0.07,0.42,0.92,2.03,0.52,0.00,0.97,0.97,0.64,6.97,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.57,1.77,37.82,0.00,100.00,0.00,0.00,0.00,0.00,100.00,81.76,16.17,100.00,100.00,0.00,87.95,64.60,29.63,19.50,2.90,20.30,23.58,4.70,7.60,17.60,11.90,11.30,14.70,0.00,22.10,26.60,8.90,5.10,13.40,9.80,0.20,0.26,0.19,0.38,0.43,"3,031.88","296,063.73"
9929,06,075,022803,1400000US06075022803,06075022803,228.03,San Francisco,CA,Califor,"Census Tract 228.03, San Francisco County, Calif","5,224.00",537.00,"2,548.00",0.95,0.32,0.95,0.47,0.00,0.37,0.98,0.75,2.10,0.59,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.74,0.09,1.22,0.20,0.51,0.77,0.00,1.28,0.61,0.74,0.74,0.74,6.20,0.52,0.79,0.79,0.79,0.35,0.62,0.63,0.71,0.06,0.60,0.10,3.07,0.40,0.12,0.09,0.26,0.88,1.36,0.10,0.46,0.69,1.14,0.71,6.37,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.53,1.71,37.20,0.00,100.00,0.00,0.00,0.00,0.00,100.00,80.94,15.22,38.41,100.00,0.00,87.95,68.30,22.80,12.80,5.90,17.80,13.05,8.60,5.50,8.60,13.20,9.20,10.80,0.50,1.00,19.70,7.90,4.10,11.70,6.80,0.03,0.06,0.07,0.07,0.24,"2,288.44","282,146.72"
9930,06,075,022901,1400000US06075022901,06075022901,229.01,San Francisco,CA,Califor,"Census Tract 229.01, San Francisco County, Calif","4,856.00",406.00,"2,411.00",0.96,0.33,0.96,0.48,0.00,0.37,0.97,0.67,2.01,0.56,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.78,0.03,1.20,0.19,0.27,0.77,0.00,1.04,0.50,0.74,0.74,0.74,5.84,0.44,0.79,0.79,0.79,0.54,0.88,0.63,0.85,0.62,0.52,0.09,4.13,0.64,0.04,0.31,0.17,0.93,1.44,0.12,0.00,0.55,0.55,0.29,6.92,0.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.51,1.49,35.14,0.00,100.00,0.00,0.00,0.00,0.00,100.00,84.08,16.44,1.30,100.00,0.00,87.95,67.90,32.00,24.70,5.90,24.40,30.34,7.40,5.00,5.40,19.30,7.90,15.10,0.00,0.40,21.40,8.60,3.70,13.50,7.60,0.05,0.18,0.04,0.13,0.44,"2,066.91","248,823.94"
9931,06,075,022902,1400000US06075022902,06075022902,229.02,San Francisco,CA,Califor,"Census Tract 229.02, San Francisco County, Calif","2,483.00",237.00,"1,220.00",1.04,0.37,1.04,0.55,0.00,0.37,0.97,0.67,2.01,0.56,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.89,0.03,1.31,0.26,0.71,0.77,0.00,1.48,0.73,0.74,0.74,0.74,6.39,0.57,0.76,0.76,0.76,0.32,0.56,0.60,0.72,0.13,0.43,0.24,2.98,0.38,0.71,0.05,0.44,0.89,2.09,0.57,0.00,0.82,0.82,0.49,6.64,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.52,1.49,35.09,0.00,100.00,0.00,0.00,0.00,0.00,100.00,91.03,16.42,88.67,100.00,0.00,87.95,62.90,21.05,11.20,5.60,18.00,15.86,6.00,9.30,19.20,9.70,11.60,11.00,0.00,2.50,21.10,8.00,4.30,12.00,7.50,0.04,0.07,0.09,0.12,0.27,"1,822.83","162,206.82"
9932,06,075,022903,1400000US06075022903,06075022903,229.03,San Francisco,CA,Califor,"Census Tract 229.03, San Francisco County, Calif","3,240.00",375.00,"1,558.00",0.74,0.21,0.74,0.31,0.00,0.37,0.97,0.68,2.02,0.56,0.00,0.86,0.00,0.00,0.00,0.00,0.86,0.44,0.39,0.90,0.02,1.31,0.27,0.79,0.77,0.00,1.56,0.78,0.32,0.32,0.32,6.07,0.49,0.79,0.79,0.79,0.36,0.67,0.04,0.78,0.43,0.34,0.37,3.00,0.39,0.10,0.24,0.19,0.89,1.42,0.12,0.00,0.00,0.00,0.00,5.21,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.54,1.43,35.21,0.00,100.00,0.00,0.00,0.00,0.00,100.00,92.14,16.78,100.00,100.00,0.00,22.52,67.00,23.02,14.30,1.20,20.70,24.23,5.00,13.00,7.80,18.10,8.20,11.80,0.00,0.00,20.50,7.60,4.30,11.00,6.90,0.04,0.03,0.09,0.08,0.17,"2,231.66","305,919.79"
